Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
5,3,0,7,5,no,no,no,machine learning,game development,yes,yes,medium,excellent,Management,cloud computing,job,SAaS services,no,yes,Trilogy,Work,yes,gentle,Technical,work,hard worker,yes,yes,Networking
11,7,6,5,9,no,yes,no,distro making,testing,no,no,poor,medium,Computer Architecture,cloud computing,job,SAaS services,yes,yes,Health,salary,yes,gentle,Technical,salary,smart worker,no,yes,Information Technology
11,7,0,1,7,yes,no,yes,python,game development,no,no,medium,excellent,programming,system developer,higherstudies,Cloud Services,no,no,Drama,salary,no,stubborn,Management,work,smart worker,yes,no,Computer Science
12,8,5,2,4,no,no,no,app development,testing,no,no,medium,poor,networks,security,higherstudies,Web Services,yes,yes,Drama,Work,no,gentle,Management,salary,smart worker,no,yes,Analytics
12,5,3,7,7,no,no,no,r programming,database security,no,no,excellent,medium,networks,security,job,Web Services,yes,yes,Trilogy,salary,no,gentle,Technical,work,smart worker,yes,yes,Computer Science
7,1,5,6,4,yes,no,yes,r programming,database security,no,no,excellent,poor,hacking,testing,job,Service Based,yes,yes,Health,salary,no,stubborn,Management,salary,hard worker,no,yes,Management
8,5,2,4,6,yes,yes,no,app development,data science,yes,no,poor,medium,hacking,system developer,job,Web Services,no,yes,Science,salary,yes,stubborn,Technical,work,smart worker,no,no,Networking
12,4,1,7,7,yes,no,yes,app development,data science,no,no,excellent,poor,Computer Scienceing,testing,higherstudies,Web Services,no,no,Satire,Work,no,gentle,Technical,work,smart worker,yes,no,Analytics
12,6,5,8,6,yes,yes,no,shell programming,testing,yes,yes,medium,excellent,Management,Business process analyst,job,Finance,yes,no,Satire,Work,no,stubborn,Management,work,smart worker,no,no,Networking
8,6,0,7,2,no,no,no,hadoop,web technologies,yes,yes,medium,medium,cloud computing,developer,higherstudies,Finance,yes,no,Travel,salary,yes,gentle,Management,work,smart worker,no,no,Networking
10,9,3,5,4,yes,yes,no,information security,data science,no,yes,medium,poor,hacking,developer,job,Sales and Marketing,no,no,Action and Adventure,Work,no,gentle,Technical,work,smart worker,yes,no,Analytics
10,5,5,1,4,yes,yes,no,app development,game development,yes,yes,poor,medium,hacking,security,higherstudies,Web Services,yes,no,Series,Work,yes,gentle,Management,salary,smart worker,no,no,Information Technology
6,8,2,9,3,yes,no,yes,r programming,database security,no,no,poor,excellent,Management,cloud computing,higherstudies,Sales and Marketing,yes,no,History,Work,no,stubborn,Technical,salary,smart worker,yes,no,Computer Science
7,9,0,1,3,no,yes,no,r programming,system designing,yes,no,medium,medium,programming,system developer,job,Finance,no,yes,Religion-Spirituality,salary,yes,gentle,Technical,salary,hard worker,yes,no,Computer Science
9,7,3,8,6,no,no,no,machine learning,cloud computing,yes,yes,poor,excellent,Computer Architecture,Business process analyst,higherstudies,Web Services,yes,no,Poetry,salary,yes,gentle,Technical,salary,smart worker,yes,no,Management
5,7,0,2,5,no,yes,yes,shell programming,web technologies,yes,no,excellent,medium,IOT,testing,higherstudies,Testing and Maintainance Services,yes,no,Health,salary,no,gentle,Management,work,smart worker,yes,no,Information Technology
8,8,0,7,3,yes,no,no,python,system designing,no,no,medium,excellent,Computer Scienceing,Business process analyst,higherstudies,Cloud Services,no,no,Science,salary,yes,stubborn,Technical,work,hard worker,no,yes,Management
4,9,4,8,4,yes,yes,yes,r programming,hacking,yes,no,medium,medium,Management,system developer,higherstudies,Web Services,yes,no,Encyclopedias,salary,yes,stubborn,Technical,work,hard worker,yes,no,Analytics
10,6,6,5,9,no,no,no,hadoop,hacking,no,yes,excellent,excellent,data engineering,system developer,job,Sales and Marketing,no,no,Math,Work,no,gentle,Management,salary,hard worker,no,no,Computer Science
11,4,2,8,2,yes,yes,no,hadoop,web technologies,no,yes,medium,medium,Management,cloud computing,job,Sales and Marketing,no,no,Math,Work,yes,gentle,Management,salary,hard worker,yes,no,Computer Science
9,1,3,1,1,no,no,no,distro making,hacking,yes,yes,medium,medium,data engineering,cloud computing,job,Product based,no,yes,Comics,Work,no,stubborn,Technical,work,smart worker,no,no,Computer Science
12,4,4,2,4,no,no,yes,python,hacking,no,no,excellent,medium,Management,cloud computing,higherstudies,Product based,yes,no,Anthology,Work,no,stubborn,Management,work,hard worker,yes,no,Analytics
9,6,3,3,3,no,yes,yes,shell programming,cloud computing,yes,no,excellent,medium,programming,security,higherstudies,product development,yes,yes,Science fiction,salary,yes,stubborn,Technical,work,smart worker,no,yes,Analytics
7,8,3,2,6,no,no,yes,machine learning,data science,yes,yes,excellent,excellent,parallel computing,developer,higherstudies,Sales and Marketing,no,no,Health,salary,yes,stubborn,Management,salary,smart worker,yes,yes,Design
7,6,2,1,5,yes,yes,no,hadoop,database security,no,no,poor,medium,Management,system developer,higherstudies,BPA,yes,no,Guide,salary,yes,stubborn,Technical,salary,hard worker,no,no,Networking
7,6,4,1,4,no,yes,yes,r programming,data science,no,yes,medium,medium,networks,developer,higherstudies,Cloud Services,yes,no,Art,salary,no,stubborn,Management,salary,hard worker,yes,no,Database
10,2,4,8,9,no,yes,no,distro making,hacking,no,yes,poor,poor,hacking,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Math,salary,no,gentle,Technical,work,smart worker,no,yes,Analytics
6,2,3,6,3,yes,no,no,hadoop,testing,no,no,excellent,excellent,Computer Scienceing,cloud computing,job,Testing and Maintainance Services,no,yes,Journals,Work,yes,gentle,Technical,salary,hard worker,no,yes,Database
8,7,2,8,6,yes,yes,yes,distro making,data science,yes,yes,medium,poor,networks,Business process analyst,job,Service Based,no,yes,Math,Work,yes,stubborn,Technical,salary,hard worker,yes,yes,Management
6,9,0,6,2,no,no,no,app development,cloud computing,yes,no,excellent,medium,Computer Scienceing,Business process analyst,job,Testing and Maintainance Services,yes,no,Science fiction,salary,yes,gentle,Technical,work,smart worker,yes,no,Networking
10,9,0,4,7,no,no,no,full stack,hacking,yes,no,excellent,poor,programming,system developer,job,Finance,yes,yes,Fantasy,Work,no,gentle,Technical,work,smart worker,no,no,Computer Science
5,6,3,6,6,yes,yes,yes,full stack,hacking,no,yes,poor,poor,Computer Scienceing,testing,higherstudies,Product based,no,yes,Travel,salary,yes,stubborn,Management,salary,smart worker,no,no,Database
10,3,6,7,9,no,yes,no,machine learning,hacking,yes,no,medium,medium,data engineering,cloud computing,job,Product based,yes,no,Journals,salary,yes,gentle,Technical,salary,hard worker,no,yes,Networking
10,5,3,7,6,yes,no,yes,distro making,database security,yes,yes,poor,medium,data engineering,testing,higherstudies,Cloud Services,no,yes,Fantasy,salary,no,gentle,Technical,salary,hard worker,yes,no,Analytics
4,4,6,2,6,yes,no,yes,hadoop,game development,yes,yes,medium,medium,hacking,system developer,job,BPA,no,yes,Self help,Work,yes,stubborn,Technical,salary,hard worker,no,yes,Analytics
9,2,5,8,1,no,no,no,distro making,database security,yes,yes,poor,medium,parallel computing,security,job,Cloud Services,yes,no,Fantasy,salary,yes,gentle,Management,salary,hard worker,yes,yes,Information Technology
5,7,3,8,6,yes,no,yes,full stack,web technologies,yes,no,excellent,poor,parallel computing,Business process analyst,job,BPA,no,yes,Anthology,Work,yes,gentle,Technical,work,smart worker,no,yes,Analytics
10,9,0,6,7,no,no,no,machine learning,data science,yes,no,excellent,poor,Computer Scienceing,security,job,Web Services,no,no,Poetry,salary,no,stubborn,Management,work,hard worker,no,no,Information Technology
6,6,0,7,1,yes,no,no,information security,cloud computing,no,no,medium,excellent,Computer Architecture,developer,job,Finance,yes,no,Religion-Spirituality,Work,yes,gentle,Management,salary,smart worker,yes,yes,Computer Science
8,7,1,3,7,no,no,no,distro making,data science,yes,yes,poor,poor,hacking,testing,job,SAaS services,yes,yes,Series,Work,yes,stubborn,Technical,work,hard worker,no,no,Information Technology
9,9,4,7,6,yes,no,yes,shell programming,web technologies,no,no,poor,excellent,cloud computing,cloud computing,higherstudies,product development,no,no,Satire,Work,no,stubborn,Technical,work,hard worker,yes,yes,Analytics
4,1,0,5,5,no,yes,no,machine learning,hacking,yes,no,excellent,excellent,Computer Scienceing,developer,job,Web Services,no,yes,Encyclopedias,Work,no,stubborn,Technical,salary,smart worker,yes,yes,Computer Science
12,5,0,2,3,yes,yes,no,information security,data science,yes,no,medium,poor,IOT,system developer,higherstudies,SAaS services,yes,yes,Action and Adventure,Work,no,stubborn,Management,work,smart worker,yes,no,Computer Science
11,2,1,6,4,yes,no,no,hadoop,hacking,yes,no,poor,poor,Management,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Childrens,salary,no,stubborn,Management,work,smart worker,yes,no,Computer Science
11,3,0,8,7,no,no,no,r programming,game development,yes,yes,excellent,excellent,hacking,developer,job,Cloud Services,yes,no,Mystery,Work,yes,stubborn,Technical,work,smart worker,no,yes,Management
12,6,4,5,3,no,yes,no,app development,hacking,yes,no,medium,poor,hacking,security,higherstudies,Web Services,yes,yes,Biographies,Work,yes,gentle,Management,salary,hard worker,no,no,Design
7,5,3,6,6,no,yes,yes,r programming,game development,no,yes,medium,poor,programming,security,job,Cloud Services,no,yes,Anthology,Work,yes,stubborn,Management,work,hard worker,yes,no,Networking
7,3,4,6,3,yes,yes,no,python,cloud computing,no,no,medium,excellent,networks,system developer,job,Finance,no,no,History,Work,yes,stubborn,Management,salary,hard worker,no,no,Analytics
5,1,2,4,4,yes,no,no,shell programming,testing,yes,no,excellent,poor,data engineering,cloud computing,job,Testing and Maintainance Services,no,yes,Self help,Work,no,stubborn,Management,work,hard worker,no,no,Database
8,8,3,7,5,no,no,no,machine learning,data science,yes,yes,excellent,excellent,Computer Architecture,system developer,job,Sales and Marketing,yes,no,Science fiction,Work,yes,stubborn,Technical,salary,hard worker,no,yes,Database
9,4,1,3,5,no,no,no,information security,testing,no,no,excellent,poor,IOT,system developer,higherstudies,Cloud Services,yes,yes,Religion-Spirituality,Work,yes,stubborn,Technical,salary,hard worker,yes,no,Computer Science
12,3,1,4,2,yes,no,no,machine learning,data science,yes,no,medium,excellent,IOT,cloud computing,higherstudies,Cloud Services,no,yes,Guide,salary,yes,gentle,Management,work,hard worker,no,yes,Analytics
12,4,2,5,6,no,yes,yes,python,system designing,yes,yes,poor,medium,programming,developer,higherstudies,BPA,yes,yes,Biographies,Work,yes,stubborn,Technical,work,smart worker,no,yes,Management
7,2,1,7,7,no,yes,yes,app development,data science,no,yes,medium,medium,parallel computing,cloud computing,higherstudies,product development,yes,yes,Horror,salary,no,stubborn,Technical,salary,smart worker,yes,yes,Database
10,2,4,8,1,no,yes,yes,hadoop,hacking,no,no,poor,poor,cloud computing,testing,job,Testing and Maintainance Services,no,no,Diaries,Work,yes,stubborn,Management,salary,smart worker,yes,yes,Database
8,7,1,3,7,no,no,no,shell programming,data science,yes,no,poor,excellent,programming,cloud computing,job,BPA,yes,yes,Comics,Work,yes,gentle,Technical,salary,hard worker,yes,no,Management
5,3,5,3,9,no,yes,yes,python,hacking,no,yes,poor,excellent,data engineering,developer,job,Testing and Maintainance Services,no,no,Cookbooks,Work,yes,stubborn,Management,salary,hard worker,yes,no,Management
5,5,2,1,1,no,no,yes,shell programming,system designing,no,no,medium,poor,Computer Scienceing,testing,job,product development,yes,no,Action and Adventure,Work,no,stubborn,Technical,salary,smart worker,yes,no,Computer Science
6,3,6,4,5,no,yes,no,hadoop,testing,no,yes,excellent,medium,parallel computing,developer,higherstudies,BPA,yes,yes,Biographies,salary,yes,gentle,Management,salary,smart worker,no,no,Management
10,2,3,4,8,no,yes,no,information security,system designing,yes,no,poor,poor,cloud computing,Business process analyst,job,BPA,no,yes,Art,salary,no,gentle,Management,work,hard worker,yes,no,Networking
7,2,4,5,1,yes,no,yes,r programming,database security,no,yes,excellent,medium,networks,testing,job,Product based,no,yes,Horror,salary,no,stubborn,Management,work,hard worker,no,no,Analytics
12,4,1,8,5,no,no,no,app development,web technologies,no,yes,medium,poor,IOT,system developer,job,Sales and Marketing,no,yes,Drama,salary,no,gentle,Management,work,hard worker,yes,yes,Management
5,1,3,5,5,yes,yes,yes,r programming,web technologies,yes,no,excellent,excellent,programming,developer,higherstudies,Product based,yes,no,Science,salary,yes,gentle,Technical,salary,smart worker,yes,no,Database
7,3,6,2,6,no,no,yes,information security,data science,yes,yes,poor,excellent,IOT,developer,job,Product based,yes,no,Encyclopedias,Work,yes,stubborn,Management,work,smart worker,no,yes,Computer Science
4,8,4,7,3,yes,no,yes,full stack,game development,yes,yes,medium,medium,programming,cloud computing,higherstudies,Service Based,yes,yes,Prayer books,salary,yes,stubborn,Management,salary,hard worker,no,yes,Database
12,9,3,7,2,no,yes,yes,full stack,system designing,yes,no,medium,poor,cloud computing,developer,job,product development,yes,no,Health,salary,no,gentle,Management,work,hard worker,no,no,Computer Science
11,9,4,4,8,yes,yes,yes,r programming,hacking,yes,yes,excellent,medium,Computer Architecture,Business process analyst,job,SAaS services,no,no,Health,salary,yes,gentle,Technical,work,hard worker,no,no,Networking
5,9,1,7,7,yes,yes,no,information security,game development,yes,yes,excellent,poor,Computer Architecture,cloud computing,job,Cloud Services,no,no,Journals,salary,yes,gentle,Technical,work,hard worker,yes,yes,Computer Science
6,6,2,4,4,no,yes,yes,app development,web technologies,yes,yes,medium,poor,Computer Scienceing,security,higherstudies,Web Services,yes,no,Childrens,Work,yes,gentle,Technical,salary,hard worker,no,yes,Design
10,8,2,3,2,yes,yes,yes,python,hacking,yes,no,excellent,poor,cloud computing,Business process analyst,job,Product based,no,no,History,salary,yes,gentle,Technical,work,hard worker,no,yes,Computer Science
6,9,2,4,1,no,no,yes,app development,hacking,no,no,medium,poor,Computer Architecture,developer,job,Web Services,no,yes,Series,Work,no,gentle,Management,salary,hard worker,no,no,Analytics
4,3,0,5,9,no,yes,yes,hadoop,hacking,no,no,excellent,medium,data engineering,system developer,higherstudies,Testing and Maintainance Services,yes,no,Childrens,Work,yes,stubborn,Management,work,smart worker,yes,no,Networking
6,8,3,6,2,yes,yes,no,machine learning,web technologies,no,no,medium,poor,data engineering,testing,job,Finance,yes,no,Science fiction,Work,yes,stubborn,Technical,salary,hard worker,no,yes,Database
7,3,3,1,5,yes,no,no,hadoop,hacking,no,no,medium,poor,hacking,testing,job,product development,yes,yes,Diaries,Work,yes,stubborn,Management,salary,hard worker,yes,yes,Computer Science
4,7,3,2,7,no,yes,no,machine learning,game development,no,yes,poor,poor,Computer Scienceing,Business process analyst,job,Product based,no,yes,Guide,Work,no,stubborn,Management,salary,smart worker,yes,no,Computer Science
5,2,4,8,7,no,no,no,machine learning,web technologies,no,yes,medium,medium,programming,testing,higherstudies,Product based,no,yes,Biographies,Work,yes,gentle,Technical,salary,hard worker,yes,no,Networking
